"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
1924,"J","Narulkar, VV; Prakash, S; Chandra, K",NA,"",NA,"Narulkar, V. V.; Prakash, S.; Chandra, K.",NA,"","Characteristics of porous zirconia coated with hydroxyapatite as human bones (Retraction of vol 30, pg 309, 2007)","BULLETIN OF MATERIALS SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0250-4707","0973-7669","",NA,NA,"DEC",2013,"36","7","",NA,"",NA,"1347","1347","","10.1007/s12034-011-0125-1","",NA,"Materials Science, Multidisciplinary","Materials Science",NA,"WOS:000335666900031",NA,NA,2007,"Narulkar, VV"," Prakash, S"," Chandra, K","","","","","","","","","","","","","","","","","","","","","","",""
1925,"J","Ogawa, S; Oishi, H; Mezaki, Y; Kouzu-Fujita, M; Matsuyama, R; Nakagomi, M; Mori, E; Murayama, E; Nagasawa, H; Kitagawa, H; Yanagisawa, J; Yano, T; Kato, S",NA,"",NA,"Ogawa, Satoko; Oishi, Hajime; Mezaki, Yoshihiro; Kouzu-Fujita, Madoka; Matsuyama, Reiko; Nakagomi, Madoka; Mori, Eri; Murayama, Emi; Nagasawa, Hiromichi; Kitagawa, Hirochika; Yanagisawa, Junn; Yano, Tetsu; Kato, Shigeaki",NA,"","Repressive domain of unliganded human estrogen receptor alpha associates with Hsc70 (Retraction of vol 10, pg 1095, 2005)","GENES TO CELLS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retraction: The above article in Genes to Cells (doi: ), published online on 13 October 2005 in Wiley Online Library (http://onlinelibrary.wiley.com/), has been retracted by agreement between the authors, the journal Editor in Chief, Mitsuhiro Yanagida, and Wiley Publishing Asia Pty Ltd. The retraction has been agreed to due to lack of the gel images for the lanes 1, 2 and 3 of TRAP220' and for the lanes 1, 2 and 4 of Hsc70' in Figure 4(A).",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1356-9597","1365-2443","",NA,NA,"DEC",2013,"18","12","",NA,"",NA,"1145","1145","","10.1111/gtc.12111","",NA,"Cell Biology; Genetics & Heredity","Cell Biology; Genetics & Heredity",NA,"WOS:000328057600009",NA,NA,2005,"Ogawa, S"," Oishi, H"," Mezaki, Y"," Kouzu-Fujita, M"," Matsuyama, R"," Nakagomi, M"," Mori, E"," Murayama, E"," Nagasawa, H"," Kitagawa, H"," Yanagisawa, J"," Yano, T"," Kato, S","","","","","","","","","","","","",""
1927,"J","Marques, CAF; Bilro, LB; Alberto, NJ; Webb, DJ; Nogueira, RN",NA,"",NA,"Marques, Carlos A. F.; Bilro, Lucia B.; Alberto, Nelia J.; Webb, David J.; Nogueira, Rogerio N.",NA,"","Inscription of narrow bandwidth Bragg gratings in polymer optical fibers (Retraction of vol 15, 075404, 2013)","JOURNAL OF OPTICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Research Unit, TEMA/H-9264-2012; Alberto, Nelia/K-6936-2015; Division, Nanotechnology/O-2342-2013; ","Alberto, Nelia/0000-0002-8176-7953; Marques, Carlos/0000-0002-8596-5092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2040-8978","2040-8986","",NA,NA,"DEC",2013,"15","12","",NA,"",NA,"","","129701","10.1088/2040-8978/15/12/129701","",NA,"Optics","Optics",NA,"WOS:000327471600037",NA,NA,2013,"Marques, CAF"," Bilro, LB"," Alberto, NJ"," Webb, DJ"," Nogueira, RN","","","","","","","","","","","","","","","","","","","","",""
1928,"J","Qi, GQ; Fan, HP; Wu, G; Song, SY; Wei, D; Bai, Q",NA,"",NA,"Qi, Guoquan; Fan, Haiping; Wu, Gang; Song, Shengyin; Wei, Dong; Bai, Qiang",NA,"","Study on the magnetic viscosity of Nd45Pr15Fe30-xCoxAl10 (x=0, 10) bulk amorphous alloys (Retraction of vol 418, pg 65, 2013)","PHYSICA B-CONDENSED MATTER","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0921-4526","1873-2135","",NA,NA,"01-Dec",2013,"430","","",NA,"",NA,"115","115","","10.1010/j.physb.2013.09.032","",NA,"Physics, Condensed Matter","Physics",NA,"WOS:000325749600023",NA,NA,2013,"Qi, GQ"," Fan, HP"," Wu, G"," Song, SY"," Wei, D"," Bai, Q","","","","","","","","","","","","","","","","","","","",""
1929,"J","Qin, SX; Yang, YP; Jiang, YS",NA,"",NA,"Qin, Shuxin; Yang, Yiping; Jiang, Yongshi",NA,"","Model-based 3D tracking of an articulated hand from single depth images (Retraction of vol 34, pg 1437, 2013)","PATTERN RECOGNITION LETTERS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0167-8655","1872-7344","",NA,NA,"01-Dec",2013,"34","16","",NA,"",NA,"2199","2199","","10.1016/j.patrec.2013.09.001","",NA,"Computer Science, Artificial Intelligence","Computer Science",NA,"WOS:000333104500020",NA,NA,2013,"Qin, SX"," Yang, YP"," Jiang, YS","","","","","","","","","","","","","","","","","","","","","","",""
1931,"J","Tanabe, M; Kouzmenko, AP; Ito, S; Sawatsubashi, S; Suzuki, E; Fujiyama, S; Yamagata, K; Zhao, Y; Kimura, S; Ueda, T; Murata, T; Matsukawa, H; Takeyama, K; Kato, S",NA,"",NA,"Tanabe, Masahiko; Kouzmenko, Alexander P.; Ito, Saya; Sawatsubashi, Shun; Suzuki, Eriko; Fujiyama, Sally; Yamagata, Kaoru; Zhao, Yue; Kimura, Shuhei; Ueda, Takashi; Murata, Takuya; Matsukawa, Hiroyuki; Takeyama, Ken-ichi; Kato, Shigeaki",NA,"","Activation of facultatively silenced Drosophila loci associates with increased acetylation of histone H2AvD (Retraction of vol 13, pg 1279, 2008)","GENES TO CELLS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retraction: The above article in Genes to Cells (doi: ), published online on 20 November 2008 in Wiley Online Library (http://onlinelibrary.wiley.com/), has been retracted by agreement between the authors, the journal Editor in Chief, Mitsuhiro Yanagida, and Wiley Publishing Asia Pty Ltd. The retraction has been agreed to due to inappropriate presentation of gel image for rp49' that consists of 10 lanes in Figure 3(B). The same gel image with 12 lanes was presented as an outcome of another experiment in the first submitted draft.",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1356-9597","1365-2443","",NA,NA,"DEC",2013,"18","12","",NA,"",NA,"1147","1147","","10.1111/gtc.12113","",NA,"Cell Biology; Genetics & Heredity","Cell Biology; Genetics & Heredity",NA,"WOS:000328057600011",NA,NA,2008,"Tanabe, M"," Kouzmenko, AP"," Ito, S"," Sawatsubashi, S"," Suzuki, E"," Fujiyama, S"," Yamagata, K"," Zhao, Y"," Kimura, S"," Ueda, T"," Murata, T"," Matsukawa, H"," Takeyama, K"," Kato, S","","","","","","","","","","","",""
1932,"J","Waimann, CA; Dal Pra, FM; Marengo, MF; Schneeberger, EE; Gagliardi, S; Cocco, JAM; Sanchez, M; Garone, A; del Moral, REC; Rillo, OL; Salcedo, M; Rosa, JE; Ceballos, F; Soriano, ER; Citera, G",NA,"",NA,"Waimann, Christian A.; Dal Pra, Fernando M.; Marengo, Maria F.; Schneeberger, Emilce E.; Gagliardi, Susana; Maldonado Cocco, Jose A.; Sanchez, Monica; Garone, A.; Chaparro del Moral, Rafael E.; Rillo, Oscar L.; Salcedo, Mariana; Rosa, Javier E.; Ceballos, F.; Soriano, Enrique R.; Citera, Gustavo",NA,"","Quality of life of patients with rheumatoid arthritis in Argentina: reliability, validity, and sensitivity to change of a Spanish version of the Rheumatoid Arthritis Quality of Life questionnaire (Retraction of vol 31, pg 1065, 2012)","CLINICAL RHEUMATOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0770-3198","1434-9949","",NA,NA,"DEC",2013,"32","12","",NA,"",NA,"1833","1833","","10.1007/s10067-013-2397-x","",NA,"Rheumatology","Rheumatology",NA,"WOS:000327402500021",NA,NA,2012,"Waimann, CA"," Dal Pra, FM"," Marengo, MF"," Schneeberger, EE"," Gagliardi, S"," Cocco, JAM"," Sanchez, M"," Garone, A"," del Moral, REC"," Rillo, OL"," Salcedo, M"," Rosa, JE"," Ceballos, F"," Soriano, ER"," Citera, G","","","","","","","","","","",""
1935,"J","Zong, K; Lu, SH; Wang, H; Sun, YX; Liu, JB; Yan, H",NA,"",NA,"Zong, Kai; Lu, SiHeng; Wang, Hao; Sun, YuXiu; Liu, JingBing; Yan, Hui",NA,"","Cu2ZnSnSe4 quantum dots with controllable size and quantum confinement effect (Retraction of vol 15, pg 1947, 2013)","JOURNAL OF NANOPARTICLE RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1388-0764","1572-896X","",NA,NA,"01-Dec",2013,"15","12","",NA,"",NA,"","","UNSP 2163","10.1007/s11051-013-2163-7","",NA,"Chemistry, Multidisciplinary; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary","Chemistry; Science & Technology - Other Topics; Materials Science",NA,"WOS:000327527800001",NA,NA,2013,"Zong, K"," Lu, SH"," Wang, H"," Sun, YX"," Liu, JB"," Yan, H","","","","","","","","","","","","","","","","","","","",""
1936,"J","Mokhtari, B; Pourabdollah, K",NA,"",NA,"Mokhtari, Bahram; Pourabdollah, Kobra",NA,"","Emulsion Liquid Membranes for Effective Inclusion Extraction of Alkali Metals by Nanobaskets of Calixarene (Retraction of vol 42, pg 1013, 2012)","SYNTHESIS AND REACTIVITY IN INORGANIC METAL-ORGANIC AND NANO-METAL CHEMISTRY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1553-3174","","",NA,NA,"26-Nov",2013,"43","10","",NA,"",NA,"1576","1576","","10.1080/15533174.2013.830436","",NA,"Chemistry, Inorganic & Nuclear; Nanoscience & Nanotechnology","Chemistry; Science & Technology - Other Topics",NA,"WOS:000323632100045",NA,NA,2012,"Mokhtari, B"," Pourabdollah, K","","","","","","","","","","","","","","","","","","","","","","","",""
1937,"J","Mokhtari, B; Pourabdollah, K",NA,"",NA,"Mokhtari, Bahram; Pourabdollah, Kobra",NA,"","Synthesis and Evaluation of an Organometallic pH-Responsive Nanocomposite (Retraction of vol 43, pg 588, 2013)","SYNTHESIS AND REACTIVITY IN INORGANIC METAL-ORGANIC AND NANO-METAL CHEMISTRY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1553-3174","","",NA,NA,"26-Nov",2013,"43","10","",NA,"",NA,"1577","1577","","10.1080/15533174.2013.830437","",NA,"Chemistry, Inorganic & Nuclear; Nanoscience & Nanotechnology","Chemistry; Science & Technology - Other Topics",NA,"WOS:000323632100046",NA,NA,2013,"Mokhtari, B"," Pourabdollah, K","","","","","","","","","","","","","","","","","","","","","","","",""
1938,"J","Chau, YF; Yeh, HH; Liu, CY; Tsai, DP",NA,"",NA,"Chau, Yuan-Fong; Yeh, Han-Hsuan; Liu, Chi-Yu; Tsai, Din Ping",NA,"","The optical properties in a chain waveguide of an array of silver nanoshell with dielectric holes (Retraction of vol 283, pg 3189, 2010)","OPTICS COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0030-4018","1873-0310","",NA,NA,"15-Nov",2013,"309","","",NA,"",NA,"358","358","","10.1016/j.optcom.2013.10.028","",NA,"Optics","Optics",NA,"WOS:000328527800065",NA,NA,2010,"Chau, YF"," Yeh, HH"," Liu, CY"," Tsai, DP","","","","","","","","","","","","","","","","","","","","","",""
1939,"J","Donev, RM; Cole, DS; Sivasankar, B; Hughes, TR; Morgan, BP",NA,"",NA,"Donev, Rossen M.; Cole, Duncan S.; Sivasankar, Baalasubramanian; Hughes, Timothy R.; Morgan, B. Paul",NA,"","p53 Regulates Cellular Resistance to Complement Lysis through Enhanced Expression of CD59 (Retraction of vol 66, pg 2451, 2006)","CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0008-5472","1538-7445","",NA,NA,"15-Nov",2013,"73","22","",NA,"",NA,"6838","6838","","10.1158/0008-5472.CAN-13-2935","",NA,"Oncology","Oncology",NA,"WOS:000327321700028",NA,NA,2006,"Donev, RM"," Cole, DS"," Sivasankar, B"," Hughes, TR"," Morgan, BP","","","","","","","","","","","","","","","","","","","","",""
1940,"J","Donev, RM; Sivasankar, B; Hughes, TR; Morgan, BP; Gray, LC; van den Berg, CW",NA,"",NA,"Donev, Rossen M.; Sivasankar, Baalasubramanian; Hughes, Timothy R.; Morgan, B. Paul; Gray, Lisa C.; van den Berg, Carmen W.",NA,"","Modulation of CD59 Expression by Restrictive Silencer Factor-Derived Peptides in Cancer Immunotherapy for Neuroblastoma (Retraction of vol 68, pg 5979, 2008)","CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0008-5472","1538-7445","",NA,NA,"15-Nov",2013,"73","22","",NA,"",NA,"6839","6839","","10.1158/0008-5472.CAN-13-2936","",NA,"Oncology","Oncology",NA,"WOS:000327321700029",NA,NA,2008,"Donev, RM"," Sivasankar, B"," Hughes, TR"," Morgan, BP"," Gray, LC"," van den Berg, CW","","","","","","","","","","","","","","","","","","","",""
1941,"J","Song, YL; Yuan, SL; Zhang, JM",NA,"",NA,"Song, Yongli; Yuan, Sanling; Zhang, Jianming",NA,"","Bifurcation analysis in the delayed Leslie-Gower predator-prey system (Retraction of vol 33, pg 4049, 2009)","APPLIED MATHEMATICAL MODELLING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0307-904X","1872-8480","",NA,NA,"15-Nov",2013,"37","22","",NA,"",NA,"9451","9451","","10.1016/j.apm.2013.09.001","",NA,"Engineering, Multidisciplinary; Mathematics, Interdisciplinary Applications; Mechanics","Engineering; Mathematics; Mechanics",NA,"WOS:000328522500028",NA,NA,2009,"Song, YL"," Yuan, SL"," Zhang, JM","","","","","","","","","","","","","","","","","","","","","","",""
1942,"J","Wang, YH; Wei, L; Yuan, J; Wang, RW; Lu, JD; Ji, LL",NA,"",NA,"Wang, Y. H.; Wei, L.; Yuan, J.; Wang, R. W.; Lu, J. D.; Ji, L. L.",NA,"","Optical limiting performance of Ag nanoclusters Cross Mark synthesized by ion implantation (Retraction of vol 287, pg 237, 2013)","OPTICS COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0030-4018","1873-0310","",NA,NA,"15-Nov",2013,"309","","",NA,"",NA,"359","359","","10.1016/j.optcom.2013.10.029","",NA,"Optics","Optics",NA,"WOS:000328527800066",NA,NA,2013,"Wang, YH"," Wei, L"," Yuan, J"," Wang, RW"," Lu, JD"," Ji, LL","","","","","","","","","","","","","","","","","","","",""
1943,"J","Lin, YY; Kiihl, S; Suhail, Y; Liu, SY; Chou, YH; Kuang, Z; Lu, JY; Khor, CN; Lin, CL; Bader, JS; Irizarry, R; Boeke, JD",NA,"",NA,"Lin, Yu-yi; Kiihl, Samara; Suhail, Yasir; Liu, Shang-yun; Chou, Yi-hsuan; Kuang, Zheng; Lu, Jin-ying; Khor, Chin Ni; Lin, Chi-Long; Bader, Joel S.; Irizarry, Rafael; Boeke, Jef D.",NA,"","Functional dissection of lysine deacetylases reveals that HDAC1 and p300 regulate AMPK (Retraction of vol 482, pg 251, 2012)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","1476-4687","",NA,NA,"07-Nov",2013,"503","7474","",NA,"",NA,"","","","10.1038/nature12727","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000326585600050",NA,NA,2012,"Lin, YY"," Kiihl, S"," Suhail, Y"," Liu, SY"," Chou, YH"," Kuang, Z"," Lu, JY"," Khor, CN"," Lin, CL"," Bader, JS"," Irizarry, R"," Boeke, JD","","","","","","","","","","","","","",""
1944,"J","Wang, XF; Chen, GM; Zhang, J",NA,"",NA,"Wang, Xiufang; Chen, Guangmei; Zhang, Jun",NA,"","Synthesis and characterization of novel Cu2O/PANI composite photocatalysts with enhanced photocatalytic activity and stability (Retraction of vol 31, pg 57, 2013)","CATALYSIS COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1566-7367","1873-3905","",NA,NA,"05-Nov",2013,"41","","",NA,"",NA,"153","153","","10.1016/j.catcom.2013.07.024","",NA,"Chemistry, Physical","Chemistry",NA,"WOS:000324283800034",NA,NA,2013,"Wang, XF"," Chen, GM"," Zhang, J","","","","","","","","","","","","","","","","","","","","","","",""
1945,"J","Abdel-Rehim, ZS",NA,"",NA,"Abdel-Rehim, Z. S.",NA,"","Heat Transfer Analysis of a Packed Bed-PCM Capsules Latent Heat Thermal Energy Storage System (Retraction of vol 33, pg 1326, 2011)","ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Abdel Rehim, Zeinab/0000-0002-5472-5969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1556-7036","","",NA,NA,"02-Nov",2013,"35","21","",NA,"",NA,"2086","2086","","10.1080/15567036.2013.830494","",NA,"Energy & Fuels; Engineering, Chemical; Environmental Sciences","Energy & Fuels; Engineering; Environmental Sciences & Ecology",NA,"WOS:000323999400013",NA,NA,2011,"Abdel-Rehim, ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
1946,"J","Amarnath, K; Kumar, J; Reddy, T; Mahesh, V; Ayyappan, SR; Nellore, J",NA,"",NA,"Amarnath, Kanchana; Kumar, Jayanthi; Reddy, Tejesh; Mahesh, Vakka; Ayyappan, Senniyanallur Rathakrishnan; Nellore, Jayshree",NA,"","Synthesis and characterization of chitosan and grape polyphenols stabilized palladium nanoparticles and their antibacterial activity (Retraction of vol 92, pg 254, 2012)","COLLOIDS AND SURFACES B-BIOINTERFACES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0927-7765","","",NA,NA,"01-Nov",2013,"111","","",NA,"",NA,"769","769","","10.1016/j.colsurfb.2013.04.011","",NA,"Biophysics; Chemistry, Physical; Materials Science, Biomaterials","Biophysics; Chemistry; Materials Science",NA,"WOS:000324897900102",NA,NA,2012,"Amarnath, K"," Kumar, J"," Reddy, T"," Mahesh, V"," Ayyappan, SR"," Nellore, J","","","","","","","","","","","","","","","","","","","",""
1947,"J","Aoki, N; Jin-no, S; Nakagawa, Y; Asai, N; Arakawa, E; Tamura, N; Tamura, T; Matsuda, T",NA,"",NA,"Aoki, N.; Jin-no, S.; Nakagawa, Y.; Asai, N.; Arakawa, E.; Tamura, N.; Tamura, T.; Matsuda, T.",NA,"","Identification and characterization of microvesicles secreted by 3T3-L1 adipocytes: redox- and hormone-dependent induction of milk fat globule-epidermal growth factor 8-associated microvesicles (Retraction of vol 148, pg 3850, 2007)","ENDOCRINOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0013-7227","1945-7170","",NA,NA,"NOV",2013,"154","11","",NA,"",NA,"4437","4437","","10.1210/en.2013-1829","",NA,"Endocrinology & Metabolism","Endocrinology & Metabolism",NA,"WOS:000325935200052",NA,NA,2007,"Aoki, N"," Jin-no, S"," Nakagawa, Y"," Asai, N"," Arakawa, E"," Tamura, N"," Tamura, T"," Matsuda, T","","","","","","","","","","","","","","","","","",""
1948,"J","Aoki, N; Yokoyama, R; Asai, N; Ohki, M; Ohki, Y; Kusubata, K; Heissig, B; Hattori, K; Nakagawa, Y; Matsuda, T",NA,"",NA,"Aoki, N.; Yokoyama, R.; Asai, N.; Ohki, M.; Ohki, Y.; Kusubata, K.; Heissig, B.; Hattori, K.; Nakagawa, Y.; Matsuda, T.",NA,"","Adipocyte-derived microvesicles are associated with multiple angiogenic factors and induce angiogenesis in vivo and in vitro (Retraction of vol 151, pg 2567, 2010)","ENDOCRINOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0013-7227","1945-7170","",NA,NA,"NOV",2013,"154","11","",NA,"",NA,"4437","4437","","10.1210/en.2013-1830","",NA,"Endocrinology & Metabolism","Endocrinology & Metabolism",NA,"WOS:000325935200051",NA,NA,2010,"Aoki, N"," Yokoyama, R"," Asai, N"," Ohki, M"," Ohki, Y"," Kusubata, K"," Heissig, B"," Hattori, K"," Nakagawa, Y"," Matsuda, T","","","","","","","","","","","","","","","",""
1949,"J","Aoki, N; Matsuda, T",NA,"",NA,"Aoki, N.; Matsuda, T.",NA,"","A Nuclear Protein Tyrosine Phosphatase TC-PTP is A Potential Negative Regulator of The PRL-Mediated Signaling Pathway: Dephosphorylation and Deactivation of Signal Transducer and Activator of Transcription 5a and 5b by TC-PTP in Nucleus (Retraction of vol 16, pg 58, 2002)","MOLECULAR ENDOCRINOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0888-8809","","",NA,NA,"NOV",2013,"27","11","",NA,"",NA,"1982","1982","","10.1210/me.2013-1264","",NA,"Endocrinology & Metabolism","Endocrinology & Metabolism",NA,"WOS:000326168300018",NA,NA,2002,"Aoki, N"," Matsuda, T","","","","","","","","","","","","","","","","","","","","","","","",""
1950,"J","Bai, L; Wang, XH; Jin, FM; Yang, Y; Qian, GH; Duan, CZ",NA,"",NA,"Bai, Lu; Wang, Xiaohui; Jin, Fangmin; Yang, Yan; Qian, Guanhua; Duan, Changzhu",NA,"","UHRF2, another E3 ubiquitin ligase for p53 (Retraction of vol 425, pg 908, 2012)","BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0006-291X","1090-2104","",NA,NA,"01-Nov",2013,"440","4","",NA,"",NA,"803","803","","10.1016/j.bbrc.2013.10.069","",NA,"Biochemistry & Molecular Biology; Biophysics","Biochemistry & Molecular Biology; Biophysics",NA,"WOS:000326905800059",NA,NA,2012,"Bai, L"," Wang, XH"," Jin, FM"," Yang, Y"," Qian, GH"," Duan, CZ","","","","","","","","","","","","","","","","","","","",""
1951,"J","Corcoles, JI; Ortega, JF; Hernandez, D; Moreno, MA",NA,"",NA,"Corcoles, J. I.; Ortega, J. F.; Hernandez, D.; Moreno, M. A.",NA,"","Use of digital photography from unmanned aerial vehicles for estimation of leaf area index in onion (Allium cepa L.) (Retraction of vol 45, pg 96, 2013)","EUROPEAN JOURNAL OF AGRONOMY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1161-0301","1873-7331","",NA,NA,"NOV",2013,"51","","",NA,"",NA,"140","140","","10.1016/j.eja.2013.09.007","",NA,"Agronomy","Agriculture",NA,"WOS:000325737900017",NA,NA,2013,"Corcoles, JI"," Ortega, JF"," Hernandez, D"," Moreno, MA","","","","","","","","","","","","","","","","","","","","","",""
1953,"J","Jayapal, M; Bhattacharjee, RN; Melendez, AJ; Hande, MP",NA,"",NA,"Jayapal, Manikandan; Bhattacharjee, Rabindra N.; Melendez, Alirio J.; Hande, M. Prakash",NA,"","Environmental toxicogenomics: A post-genomic approach to analysing biological responses to environmental toxins (Retraction of vol 42, pg 230, 2010)","INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1357-2725","1878-5875","",NA,NA,"NOV",2013,"45","11","",NA,"",NA,"2713","2713","","10.1016/j.biocel.2013.07.021","",NA,"Biochemistry & Molecular Biology; Cell Biology","Biochemistry & Molecular Biology; Cell Biology",NA,"WOS:000327914800040",NA,NA,2010,"Jayapal, M"," Bhattacharjee, RN"," Melendez, AJ"," Hande, MP","","","","","","","","","","","","","","","","","","","","","",""
1955,"J","Lopes, RJG; Quinta-Ferreira, RM",NA,"",NA,"Lopes, Rodrigo J. G.; Quinta-Ferreira, Rosa M.",NA,"","Detoxification of high-strength liquid pollutants in an ozone bubble column reactor: Gas-liquid flow patterns, interphase mass transfer and chemical depuration (Retraction of vol 172, pg 476, 2011)","CHEMICAL ENGINEERING JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1385-8947","1873-3212","",NA,NA,"NOV",2013,"233","","",NA,"",NA,"377","377","","10.1016/j.cej.2013.09.071","",NA,"Engineering, Environmental; Engineering, Chemical","Engineering",NA,"WOS:000327367700041",NA,NA,2011,"Lopes, RJG"," Quinta-Ferreira, RM","","","","","","","","","","","","","","","","","","","","","","","",""
